"Mês/Ano";"Tipo";"Programa Orçamentário";"Função";"Tipo de Favorecido";"UF";"Valor Transferido";
"04/2025";"Legais, Voluntárias e Específicas";"SEGURANCA PUBLICA, COMBATE A CORRUPCAO, AO CRIME ORGANIZADO E AO CRIME VIOLENTO";"06 - Segurança pública";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 26.795,23";
"04/2025";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Entidades Sem Fins Lucrativos";"GO";"R$ 27.563,00";
"05/2025";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Sem Informação";"GO";"R$ 25.248,31";
"02/2025";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Fundo Público";"GO";"R$ 344.748,61";
"04/2025";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL NO AMBITO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"GO";"R$ 347.000,00";
"04/2025";"Legais, Voluntárias e Específicas";"ATENCAO PRIMARIA A SAUDE";"10 - Saúde";"Fundo Público";"GO";"R$ 100.015,00";
"04/2025";"Legais, Voluntárias e Específicas";"A HORA DO TURISMO";"23 - Comércio e serviços";"Administração Pública Municipal";"GO";"R$ 500.000,00";
"03/2025";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"GO";"R$ 41.633,18";
"03/2025";"Legais, Voluntárias e Específicas";"DIREITO A CULTURA";"13 - Cultura";"Entidades Sem Fins Lucrativos";"GO";"R$ 1.000.000,00";
"02/2025";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Sem Informação";"GO";"R$ 25.598,66";
"02/2025";"Legais, Voluntárias e Específicas";"SEGURANCA PUBLICA, COMBATE A CORRUPCAO, AO CRIME ORGANIZADO E AO CRIME VIOLENTO";"06 - Segurança pública";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 962.336,00";
"04/2025";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Fundo Público";"GO";"R$ 2.141.000,00";
"04/2025";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"GO";"R$ 40.793,47";
"05/2025";"Legais, Voluntárias e Específicas";"ENERGIA ELETRICA";"25 - Energia";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 355.498,32";
"06/2025";"Legais, Voluntárias e Específicas";"ENERGIA ELETRICA";"25 - Energia";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 178.599,76";
"02/2025";"Legais, Voluntárias e Específicas";"DIREITO A CULTURA";"13 - Cultura";"Entidades Sem Fins Lucrativos";"GO";"R$ 100.000,00";
"02/2025";"Legais, Voluntárias e Específicas";"GESTAO, TRABALHO, EDUCACAO E TRANSFORMACAO DIGITAL NA SAUDE";"10 - Saúde";"Fundo Público";"GO";"R$ 5.232.394,51";
"02/2025";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 7.991.348,50";
"04/2025";"Legais, Voluntárias e Específicas";"ATENCAO PRIMARIA A SAUDE";"10 - Saúde";"Fundo Público";"GO";"R$ 85.594,07";
"04/2025";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Sem Informação";"GO";"R$ 25.307,64";
"04/2025";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Entidades Sem Fins Lucrativos";"GO";"R$ 28.000,00";
"04/2025";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"GO";"R$ 6.300,00";
"01/2025";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Entidades Sem Fins Lucrativos";"GO";"R$ 414.000,00";
"05/2025";"Legais, Voluntárias e Específicas";"ESPORTE";"27 - Desporto e lazer";"Administração Pública Municipal";"GO";"R$ 1.146.000,00";
"05/2025";"Legais, Voluntárias e Específicas";"GESTAO, TRABALHO, EDUCACAO E TRANSFORMACAO DIGITAL NA SAUDE";"10 - Saúde";"Fundo Público";"GO";"R$ 5.181.796,50";
"05/2025";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Entidades Sem Fins Lucrativos";"GO";"R$ 203.761,27";
"02/2025";"Legais, Voluntárias e Específicas";"CUIDADO E ACOLHIMENTO DE USUARIOS E DEPENDENTES DE ALCOOL E OUTRAS DROGAS";"08 - Assistência social";"Entidades Sem Fins Lucrativos";"GO";"R$ 300.000,00";
"04/2025";"Legais, Voluntárias e Específicas";"ATENCAO PRIMARIA A SAUDE";"10 - Saúde";"Fundo Público";"GO";"R$ 149.482,00";
"03/2025";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Administração Pública Municipal";"GO";"R$ 153.800,00";
"03/2025";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Entidades Sem Fins Lucrativos";"GO";"R$ 5.000,00";
"05/2025";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 7.991.348,50";
"02/2025";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 24.713.953,44";
"01/2025";"Legais, Voluntárias e Específicas";"CONSOLIDACAO DO SISTEMA NACIONAL DE CIENCIA, TECNOLOGIAE INOVACAO - SNCTI";"19 - Ciência e Tecnologia";"Entidades Sem Fins Lucrativos";"GO";"R$ 2.872.263,78";
"03/2025";"Legais, Voluntárias e Específicas";"ATENCAO PRIMARIA A SAUDE";"10 - Saúde";"Fundo Público";"GO";"R$ 85.594,07";
"03/2025";"Legais, Voluntárias e Específicas";"PERIFERIA VIVA";"15 - Urbanismo";"Administração Pública Municipal";"GO";"R$ 948.420,00";
"05/2025";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 24.375.713,57";
"04/2025";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Entidades Sem Fins Lucrativos";"GO";"R$ 429.000,00";
"04/2025";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Entidades Sem Fins Lucrativos";"GO";"R$ 1.812.361,47";
"06/2025";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO";"20 - Agricultura";"Administração Pública Municipal";"GO";"R$ 2.676.764,50";
"01/2025";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"GO";"R$ 770.400,00";
"06/2025";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO REGIONAL E ORDENAMENTO TERRITORIAL";"15 - Urbanismo";"Administração Pública Municipal";"GO";"R$ 477.500,00";
"02/2025";"Legais, Voluntárias e Específicas";"CIENCIA, TECNOLOGIA E INOVACAO PARA O DESENVOLVIMENTO SOCIAL";"19 - Ciência e Tecnologia";"Entidades Sem Fins Lucrativos";"GO";"R$ 476.971,19";
"03/2025";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Entidades Sem Fins Lucrativos";"GO";"R$ 68.000,00";
"03/2025";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Fundo Público";"GO";"R$ 988.568,00";
"03/2025";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DE QUALIDADE";"12 - Educação";"Administração Pública Municipal";"GO";"R$ 3.488,54";
"05/2025";"Legais, Voluntárias e Específicas";"SEGURANCA ALIMENTAR E NUTRICIONAL E COMBATE A FOME";"10 - Saúde";"Fundo Público";"GO";"R$ 149.500,00";
"05/2025";"Legais, Voluntárias e Específicas";"CIDADES MELHORES";"15 - Urbanismo";"Administração Pública Municipal";"GO";"R$ 384.205,00";
"03/2025";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Entidades Sem Fins Lucrativos";"GO";"R$ 598.388,00";
"01/2025";"Legais, Voluntárias e Específicas";"DIREITO A CULTURA";"13 - Cultura";"Entidades Sem Fins Lucrativos";"GO";"R$ 500.000,00";
"03/2025";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Sem Informação";"GO";"R$ 25.549,70";
"05/2025";"Legais, Voluntárias e Específicas";"CONSOLIDACAO DO SISTEMA NACIONAL DE CIENCIA, TECNOLOGIAE INOVACAO - SNCTI";"19 - Ciência e Tecnologia";"Entidades Sem Fins Lucrativos";"GO";"R$ 1.519.191,72";
"05/2025";"Legais, Voluntárias e Específicas";"SANEAMENTO BASICO";"17 - Saneamento";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 1.795.093,78";
"02/2025";"Legais, Voluntárias e Específicas";"PROTECAO E RECUPERACAO DA BIODIVERSIDADE E COMBATE AO DESMATAMENTO E INCENDIOS";"18 - Gestão ambiental";"Entidades Sem Fins Lucrativos";"GO";"R$ 400.000,00";
"04/2025";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"GO";"R$ 200.000,00";
"04/2025";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Fundo Público";"GO";"R$ 642.542,90";
"05/2025";"Legais, Voluntárias e Específicas";"QUALIFICACAO DA ASSISTENCIA FARMACEUTICA NO SISTEMA UNICO DE SAUDE";"10 - Saúde";"Fundo Público";"GO";"R$ 13.320.797,38";
"02/2025";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Administração Pública Municipal";"GO";"R$ 469.029,50";
"01/2025";"Legais, Voluntárias e Específicas";"BOLSA FAMILIA: PROTECAO SOCIAL POR MEIO DA TRANSFERENCIA DE RENDA E DA ARTICULACAO DE POLITICAS PUBLICAS";"08 - Assistência social";"Fundo Público";"GO";"R$ 23.543,49";
"02/2025";"Legais, Voluntárias e Específicas";"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"12 - Educação";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 26.854,01";
"02/2025";"Legais, Voluntárias e Específicas";"TURISMO, ESSE E O DESTINO";"23 - Comércio e serviços";"Administração Pública Municipal";"GO";"R$ 760.000,00";
"03/2025";"Legais, Voluntárias e Específicas";"DIREITO A CULTURA";"13 - Cultura";"Entidades Sem Fins Lucrativos";"GO";"R$ 200.000,00";
"04/2025";"Legais, Voluntárias e Específicas";"GESTAO, TRABALHO, EDUCACAO E TRANSFORMACAO DIGITAL NA SAUDE";"10 - Saúde";"Fundo Público";"GO";"R$ 10.330.551,26";
"03/2025";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 7.991.348,50";
"04/2025";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 7.991.348,50";
"01/2025";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Fundo Público";"GO";"R$ 45.979.842,89";
"05/2025";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Entidades Sem Fins Lucrativos";"GO";"R$ 1.135,00";
"01/2025";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Sem Informação";"GO";"R$ 40.518,65";
"03/2025";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DE QUALIDADE";"12 - Educação";"Entidades Sem Fins Lucrativos";"GO";"R$ 131.598,00";
"01/2025";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 35.937.658,74";
"02/2025";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Fundo Público";"GO";"R$ 2.953.295,00";
"03/2025";"Legais, Voluntárias e Específicas";"BOLSA FAMILIA: PROTECAO SOCIAL POR MEIO DA TRANSFERENCIA DE RENDA E DA ARTICULACAO DE POLITICAS PUBLICAS";"08 - Assistência social";"Fundo Público";"GO";"R$ 23.326,90";
"03/2025";"Legais, Voluntárias e Específicas";"SEGURANCA PUBLICA, COMBATE A CORRUPCAO, AO CRIME ORGANIZADO E AO CRIME VIOLENTO";"06 - Segurança pública";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 659.442,83";
"02/2025";"Legais, Voluntárias e Específicas";"INCLUSAO SOCIOECONOMICA DO PUBLICO DO CADASTRO UNICO";"08 - Assistência social";"Entidades Sem Fins Lucrativos";"GO";"R$ 360.000,00";
"02/2025";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Entidades Sem Fins Lucrativos";"GO";"R$ 2.752.313,27";
"04/2025";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Fundo Público";"GO";"R$ 41.559.774,33";
"03/2025";"Legais, Voluntárias e Específicas";"PROTECAO A VIDA, FORTALECIMENTO DA FAMILIA, PROMOCAO E DEFESA DOS DIREITOS HUMANOS PARA TODOS";"14 - Direitos da cidadania";"Administração Pública Municipal";"GO";"R$ 150.000,00";
"04/2025";"Legais, Voluntárias e Específicas";"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"12 - Educação";"Entidades Sem Fins Lucrativos";"GO";"R$ 3.000,00";
"02/2025";"Legais, Voluntárias e Específicas";"ATENCAO PRIMARIA A SAUDE";"10 - Saúde";"Fundo Público";"GO";"R$ 171.188,14";
"02/2025";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"GO";"R$ 6.634,80";
"05/2025";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Fundo Público";"GO";"R$ 44.960.255,80";
"06/2025";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 7.991.348,50";
"01/2025";"Legais, Voluntárias e Específicas";"Múltiplo";"19 - Ciência e Tecnologia";"Entidades Sem Fins Lucrativos";"GO";"R$ 8.073.984,00";
"03/2025";"Legais, Voluntárias e Específicas";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 317.634,93";
"05/2025";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO REGIONAL E ORDENAMENTO TERRITORIAL";"15 - Urbanismo";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 81.175,00";
"03/2025";"Legais, Voluntárias e Específicas";"QUALIFICACAO DA ASSISTENCIA FARMACEUTICA NO SISTEMA UNICO DE SAUDE";"10 - Saúde";"Fundo Público";"GO";"R$ 6.384.482,79";
"01/2025";"Legais, Voluntárias e Específicas";"SEGURANCA PUBLICA COM CIDADANIA";"06 - Segurança pública";"Fundo Público";"GO";"R$ 1.024.445,85";
"04/2025";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 24.432.998,79";
"05/2025";"Legais, Voluntárias e Específicas";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 70.217,52";
"02/2025";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL NO AMBITO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Administração Pública Municipal";"GO";"R$ 562.180,81";
"04/2025";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Entidades Sem Fins Lucrativos";"GO";"R$ 2.819.292,92";
"02/2025";"Legais, Voluntárias e Específicas";"DIREITO A CULTURA";"13 - Cultura";"Entidades Sem Fins Lucrativos";"GO";"R$ 92.177,77";
"02/2025";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"GO";"R$ 280.000,00";
"03/2025";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 24.666.691,81";
"04/2025";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Entidades Empresariais Privadas";"GO";"R$ 149.887,10";
"06/2025";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Administração Pública Municipal";"GO";"R$ 2.853.765,41";
"05/2025";"Legais, Voluntárias e Específicas";"MOBILIDADE URBANA";"15 - Urbanismo";"Administração Pública Municipal";"GO";"R$ 2.315.325,60";
"05/2025";"Legais, Voluntárias e Específicas";"CONSOLIDACAO DO SISTEMA NACIONAL DE CIENCIA, TECNOLOGIAE INOVACAO - SNCTI";"19 - Ciência e Tecnologia";"Entidades Sem Fins Lucrativos";"GO";"R$ 1.736.310,68";
"04/2025";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DE QUALIDADE";"12 - Educação";"Administração Pública Municipal";"GO";"R$ 260.050,84";
"04/2025";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Administração Pública Municipal";"GO";"R$ 1.329.149,36";
"04/2025";"Legais, Voluntárias e Específicas";"AUTONOMIA ECONOMICA DAS MULHERES";"14 - Direitos da cidadania";"Entidades Sem Fins Lucrativos";"GO";"R$ 750.000,00";
"05/2025";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"GO";"R$ 800.000,00";
"02/2025";"Legais, Voluntárias e Específicas";"EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA";"12 - Educação";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 1.365.000,00";
"01/2025";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"GO";"R$ 1.680.000,00";
"01/2025";"Legais, Voluntárias e Específicas";"GESTAO, TRABALHO, EDUCACAO E TRANSFORMACAO DIGITAL NA SAUDE";"10 - Saúde";"Fundo Público";"GO";"R$ 10.215.997,90";
"01/2025";"Legais, Voluntárias e Específicas";"ESPORTE PARA A VIDA";"27 - Desporto e lazer";"Entidades Sem Fins Lucrativos";"GO";"R$ 92.450,00";
"02/2025";"Legais, Voluntárias e Específicas";"INOVACAO NAS EMPRESAS PARA UMA NOVA INDUSTRIALIZACAO";"19 - Ciência e Tecnologia";"Entidades Empresariais Privadas";"GO";"R$ 456.340,00";
"03/2025";"Legais, Voluntárias e Específicas";"ATENCAO PRIMARIA A SAUDE";"10 - Saúde";"Fundo Público";"GO";"R$ 449.975,00";
"03/2025";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Fundo Público";"GO";"R$ 528.950,00";
"04/2025";"Legais, Voluntárias e Específicas";"DIREITO A CULTURA";"13 - Cultura";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 750.000,00";
"04/2025";"Legais, Voluntárias e Específicas";"AGROPECUARIA SUSTENTAVEL";"20 - Agricultura";"Administração Pública Municipal";"GO";"R$ 238.750,00";
"05/2025";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Entidades Sem Fins Lucrativos";"GO";"R$ 4.980.630,00";
"06/2025";"Legais, Voluntárias e Específicas";"CONSOLIDACAO DO SISTEMA NACIONAL DE CIENCIA, TECNOLOGIAE INOVACAO - SNCTI";"19 - Ciência e Tecnologia";"Entidades Sem Fins Lucrativos";"GO";"R$ 1.916.357,91";
"05/2025";"Legais, Voluntárias e Específicas";"ESPORTE PARA A VIDA";"27 - Desporto e lazer";"Administração Pública Municipal";"GO";"R$ 1.012.300,00";
"06/2025";"Legais, Voluntárias e Específicas";"ESPORTE, CIDADANIA E DESENVOLVIMENTO";"27 - Desporto e lazer";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 508.571,43";
"03/2025";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"GO";"R$ 195.000,00";
"01/2025";"Legais, Voluntárias e Específicas";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 4.668,91";
"05/2025";"Legais, Voluntárias e Específicas";"BOLSA FAMILIA: PROTECAO SOCIAL POR MEIO DA TRANSFERENCIA DE RENDA E DA ARTICULACAO DE POLITICAS PUBLICAS";"08 - Assistência social";"Administração Pública Municipal";"GO";"R$ 88.156,81";
"03/2025";"Legais, Voluntárias e Específicas";"VIGILANCIA EM SAUDE E AMBIENTE";"10 - Saúde";"Fundo Público";"GO";"R$ 905.490,39";
"01/2025";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO";"20 - Agricultura";"Administração Pública Municipal";"GO";"R$ 610.884,87";
"05/2025";"Legais, Voluntárias e Específicas";"GESTAO DE RISCOS E DE DESASTRES";"06 - Segurança pública";"Administração Pública Municipal";"GO";"R$ 927.487,87";
"03/2025";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Fundo Público";"GO";"R$ 160.992,00";
"02/2025";"Legais, Voluntárias e Específicas";"BOLSA FAMILIA: PROTECAO SOCIAL POR MEIO DA TRANSFERENCIA DE RENDA E DA ARTICULACAO DE POLITICAS PUBLICAS";"08 - Assistência social";"Fundo Público";"GO";"R$ 23.542,15";
"03/2025";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Fundo Público";"GO";"R$ 655.039,97";
"03/2025";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"GO";"R$ 3.024,18";
"04/2025";"Legais, Voluntárias e Específicas";"INOVACAO NAS EMPRESAS PARA UMA NOVA INDUSTRIALIZACAO";"19 - Ciência e Tecnologia";"Entidades Sem Fins Lucrativos";"GO";"R$ 298.830,18";
"05/2025";"Legais, Voluntárias e Específicas";"ATENCAO PRIMARIA A SAUDE";"10 - Saúde";"Fundo Público";"GO";"R$ 85.594,07";
"06/2025";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Entidades Sem Fins Lucrativos";"GO";"R$ 2.804.081,85";
"02/2025";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Fundo Público";"GO";"R$ 551.275,00";
"05/2025";"Legais, Voluntárias e Específicas";"BOLSA FAMILIA: PROTECAO SOCIAL POR MEIO DA TRANSFERENCIA DE RENDA E DA ARTICULACAO DE POLITICAS PUBLICAS";"08 - Assistência social";"Fundo Público";"GO";"R$ 23.337,94";
"03/2025";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Entidades Sem Fins Lucrativos";"GO";"R$ 1.500.814,60";
"02/2025";"Legais, Voluntárias e Específicas";"BOLSA FAMILIA: PROTECAO SOCIAL POR MEIO DA TRANSFERENCIA DE RENDA E DA ARTICULACAO DE POLITICAS PUBLICAS";"08 - Assistência social";"Administração Pública Municipal";"GO";"R$ 87.912,10";
"03/2025";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DE QUALIDADE";"12 - Educação";"Entidades Sem Fins Lucrativos";"GO";"R$ 161.490,00";
"05/2025";"Legais, Voluntárias e Específicas";"SEGURANCA PUBLICA, COMBATE A CORRUPCAO, AO CRIME ORGANIZADO E AO CRIME VIOLENTO";"06 - Segurança pública";"Administração Pública Estadual ou do Distrito Federal";"GO";"R$ 34.044,00";
"04/2025";"Legais, Voluntárias e Específicas";"VIGILANCIA EM SAUDE E AMBIENTE";"10 - Saúde";"Fundo Público";"GO";"R$ 1.323.518,67";
"01/2025";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Administração Pública Municipal";"GO";"R$ 1.459.085,24";
"04/2025";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Entidades Sem Fins Lucrativos";"GO";"R$ 2.678.322,36";
