"Mês/Ano";"Tipo";"Programa Orçamentário";"Função";"Tipo de Favorecido";"UF";"Valor Transferido";
"06/2018";"Constitucionais e Royalties";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 133.393.630,34";
"04/2018";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"08 - Assistência social";"Fundo Público";"BA";"R$ 36.183.212,80";
"10/2018";"Constitucionais e Royalties";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 133.393.630,34";
"03/2018";"Constitucionais e Royalties";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Estadual ou do Distrito Federal";"BA";"R$ 622.561.824,42";
"02/2018";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 40.550.109,21";
"12/2018";"Legais, Voluntárias e Específicas";"INCLUSAO SOCIAL POR MEIO DO BOLSA FAMILIA, DO CADASTRO UNICO E DA ARTICULACAO DE POLITICAS SOCIAIS";"08 - Assistência social";"Fundo Público";"BA";"R$ 5.164.137,54";
"02/2018";"Legais, Voluntárias e Específicas";"INCLUSAO SOCIAL POR MEIO DO BOLSA FAMILIA, DO CADASTRO UNICO E DA ARTICULACAO DE POLITICAS SOCIAIS";"08 - Assistência social";"Fundo Público";"BA";"R$ 4.683.893,97";
"07/2018";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 23.029.484,22";
"07/2018";"Legais, Voluntárias e Específicas";"ESPORTE, CIDADANIA E DESENVOLVIMENTO";"27 - Desporto e lazer";"Administração Pública Municipal";"BA";"R$ 4.892.038,84";
"05/2018";"Legais, Voluntárias e Específicas";"CONSOLIDACAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"BA";"R$ 10.575.789,21";
"01/2018";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Fundo Público";"BA";"R$ 343.253.921,84";
"05/2018";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 55.156.031,95";
"03/2018";"Legais, Voluntárias e Específicas";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"BA";"R$ 9.438.963,00";
"11/2018";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 36.673.751,17";
"06/2018";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 22.574.840,51";
"08/2018";"Legais, Voluntárias e Específicas";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"BA";"R$ 7.706.685,00";
"06/2018";"Legais, Voluntárias e Específicas";"CONSOLIDACAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"BA";"R$ 13.610.188,17";
"08/2018";"Legais, Voluntárias e Específicas";"CONSOLIDACAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Administração Pública Municipal";"BA";"R$ 1.183.411,43";
"11/2018";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Fundo Público";"BA";"R$ 468.364.119,02";
"03/2018";"Constitucionais e Royalties";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 133.393.630,34";
"07/2018";"Constitucionais e Royalties";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 133.393.630,34";
"05/2018";"Constitucionais e Royalties";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 365.346.051,72";
"04/2018";"Legais, Voluntárias e Específicas";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"BA";"R$ 4.327.005,00";
"08/2018";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Fundo Público";"BA";"R$ 408.599.970,85";
"03/2018";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 23.356.205,94";
"09/2018";"Legais, Voluntárias e Específicas";"INCLUSAO SOCIAL POR MEIO DO BOLSA FAMILIA, DO CADASTRO UNICO E DA ARTICULACAO DE POLITICAS SOCIAIS";"08 - Assistência social";"Fundo Público";"BA";"R$ 4.895.776,66";
"09/2018";"Legais, Voluntárias e Específicas";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 57.021.964,24";
"04/2018";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Entidades Sem Fins Lucrativos";"BA";"R$ 6.591.240,82";
"01/2018";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 25.394.039,29";
"12/2018";"Legais, Voluntárias e Específicas";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"BA";"R$ 40.845.385,60";
"04/2018";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Fundo Público";"BA";"R$ 393.600.519,70";
"09/2018";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Fundo Público";"BA";"R$ 397.690.639,16";
"03/2018";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"10 - Saúde";"Fundo Público";"BA";"R$ 91.926.720,01";
"03/2018";"Legais, Voluntárias e Específicas";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 39.239.491,80";
"12/2018";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 13.637.102,62";
"05/2018";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 8.146.335,63";
"05/2018";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Fundo Público";"BA";"R$ 455.641.236,76";
"08/2018";"Legais, Voluntárias e Específicas";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 50.596.902,49";
"11/2018";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 8.919.528,05";
"12/2018";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Fundo Público";"BA";"R$ 685.506.070,40";
"09/2018";"Legais, Voluntárias e Específicas";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"BA";"R$ 37.133.528,00";
"10/2018";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 23.950.024,52";
"12/2018";"Legais, Voluntárias e Específicas";"CONSOLIDACAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"BA";"R$ 36.921.410,66";
"03/2018";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Fundo Público";"BA";"R$ 563.530.828,39";
"12/2018";"Legais, Voluntárias e Específicas";"SEGURANCA ALIMENTAR E NUTRICIONAL";"08 - Assistência social";"Administração Pública";"BA";"R$ 4.193.376,89";
"07/2018";"Legais, Voluntárias e Específicas";"CONSOLIDACAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"BA";"R$ 14.151.855,19";
"10/2018";"Legais, Voluntárias e Específicas";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 44.209.886,98";
"09/2018";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 22.987.441,52";
"10/2018";"Legais, Voluntárias e Específicas";"CONSOLIDACAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"BA";"R$ 14.292.341,09";
"08/2018";"Legais, Voluntárias e Específicas";"CONSOLIDACAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"BA";"R$ 20.964.165,03";
"05/2018";"Legais, Voluntárias e Específicas";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"BA";"R$ 30.689.010,00";
"07/2018";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Fundo Público";"BA";"R$ 517.642.301,72";
"06/2018";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Fundo Público";"BA";"R$ 602.816.136,64";
"02/2018";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Fundo Público";"BA";"R$ 401.380.585,00";
"07/2018";"Legais, Voluntárias e Específicas";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 73.833.570,11";
"10/2018";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Fundo Público";"BA";"R$ 410.567.291,32";
"01/2018";"Constitucionais e Royalties";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 852.728.706,27";
"02/2018";"Constitucionais e Royalties";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 1.096.007.557,19";
"06/2018";"Constitucionais e Royalties";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 899.130.227,33";
"09/2018";"Constitucionais e Royalties";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 615.117.146,37";
"04/2018";"Constitucionais e Royalties";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 787.346.893,49";
"05/2018";"Constitucionais e Royalties";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 953.749.945,25";
"03/2018";"Constitucionais e Royalties";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 752.358.495,54";
"07/2018";"Constitucionais e Royalties";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 1.014.852.584,95";
"08/2018";"Constitucionais e Royalties";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 784.248.314,55";
"10/2018";"Constitucionais e Royalties";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 708.352.634,87";
"12/2018";"Constitucionais e Royalties";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 1.411.768.736,55";
"11/2018";"Constitucionais e Royalties";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 854.928.374,04";
"11/2018";"Legais, Voluntárias e Específicas";"PESCA E AQUICULTURA";"04 - Administração";"Entidades Sem Fins Lucrativos";"CE";"R$ 500.000,00";
"03/2018";"Legais, Voluntárias e Específicas";"SANEAMENTO BASICO";"17 - Saneamento";"Administração Pública Municipal";"CE";"R$ 385.430,55";
"09/2018";"Legais, Voluntárias e Específicas";"GESTAO DE RISCOS E DE DESASTRES";"18 - Gestão ambiental";"Administração Pública Municipal";"CE";"R$ 4.800.000,00";
"02/2018";"Legais, Voluntárias e Específicas";"SANEAMENTO BASICO";"17 - Saneamento";"Administração Pública Municipal";"CE";"R$ 1.867.889,76";
"03/2018";"Legais, Voluntárias e Específicas";"CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO";"13 - Cultura";"Entidades Sem Fins Lucrativos";"CE";"R$ 200.000,00";
"06/2018";"Legais, Voluntárias e Específicas";"OFERTA DE AGUA";"18 - Gestão ambiental";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 0,00";
"03/2018";"Legais, Voluntárias e Específicas";"SERVICOS URBANOS DE AGUA E ESGOTO";"10 - Saúde";"Administração Pública Municipal";"CE";"R$ 150.000,00";
"06/2018";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO REGIONAL E TERRITORIAL";"20 - Agricultura";"Administração Pública Municipal";"CE";"R$ 2.400.000,00";
"08/2018";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO REGIONAL E TERRITORIAL";"20 - Agricultura";"Administração Pública Municipal";"CE";"R$ 2.400.000,00";
"11/2018";"Legais, Voluntárias e Específicas";"CIENCIA, TECNOLOGIA E INOVACAO";"19 - Ciência e Tecnologia";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 663.018,57";
"10/2018";"Legais, Voluntárias e Específicas";"EDUCACAO PROFISSIONAL E TECNOLOGICA";"12 - Educação";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 4.705.322,13";
"03/2018";"Legais, Voluntárias e Específicas";"COORDENACAO DE POLITICAS DE PREVENCAO, ATENCAO E REINSERCAO SOCIAL DE USUARIOS DE CRACK, ALCOOL E OUTRAS DROGA";"14 - Direitos da cidadania";"Administração Pública Municipal";"CE";"R$ 288.000,00";
"04/2018";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO REGIONAL E TERRITORIAL";"21 - Organização agrária";"Administração Pública Municipal";"CE";"R$ 204.978,00";
"09/2018";"Legais, Voluntárias e Específicas";"PLANEJAMENTO URBANO";"15 - Urbanismo";"Fundo Público";"CE";"R$ 150.000,00";
"01/2018";"Legais, Voluntárias e Específicas";"SERVICOS URBANOS DE AGUA E ESGOTO";"17 - Saneamento";"Administração Pública Municipal";"CE";"R$ 33.143,96";
"06/2018";"Legais, Voluntárias e Específicas";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 5.763.616,87";
"03/2018";"Legais, Voluntárias e Específicas";"INTEGRAÇÃO DE BACIAS HIDROGRÁFICAS";"10 - Saúde";"Administração Pública Municipal";"CE";"R$ 665.986,66";
"04/2018";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO DA INDUSTRIA, COMERCIO E SERVICOS";"22 - Indústria";"Administração Pública Municipal";"CE";"R$ 1.070.159,67";
"04/2018";"Legais, Voluntárias e Específicas";"MORADIA DIGNA";"15 - Urbanismo";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 500.000,00";
"10/2018";"Legais, Voluntárias e Específicas";"CIENCIA, TECNOLOGIA E INOVACAO";"19 - Ciência e Tecnologia";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 152.320,80";
"10/2018";"Legais, Voluntárias e Específicas";"PROMOCAO E DEFESA DOS DIREITOS HUMANOS";"14 - Direitos da cidadania";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 200.000,00";
"04/2018";"Legais, Voluntárias e Específicas";"AVIACAO CIVIL";"26 - Transporte";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 1.752.844,98";
"10/2018";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 3.081.177,59";
"01/2018";"Legais, Voluntárias e Específicas";"CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO";"13 - Cultura";"Administração Pública Municipal";"CE";"R$ 198.078,24";
"09/2018";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Administração Pública Municipal";"CE";"R$ 250.000,00";
"09/2018";"Legais, Voluntárias e Específicas";"OFERTA DE AGUA";"18 - Gestão ambiental";"Administração Pública Municipal";"CE";"R$ 697.700,26";
"04/2018";"Legais, Voluntárias e Específicas";"GESTAO DE RISCOS E DE DESASTRES";"06 - Segurança pública";"Fundo Público";"CE";"R$ 19.091.499,12";
"09/2018";"Legais, Voluntárias e Específicas";"SEGURANCA ALIMENTAR E NUTRICIONAL";"08 - Assistência social";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 4.365.723,64";
"07/2018";"Legais, Voluntárias e Específicas";"CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO";"13 - Cultura";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 129.683,11";
"07/2018";"Legais, Voluntárias e Específicas";"MORADIA DIGNA";"15 - Urbanismo";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 448.611,54";
"10/2018";"Legais, Voluntárias e Específicas";"ATENÇÃO BÁSICA EM SAÚDE";"10 - Saúde";"Fundo Público";"CE";"R$ 50.000,00";
"07/2018";"Legais, Voluntárias e Específicas";"ENERGIA ELETRICA";"25 - Energia";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 286,83";
"05/2018";"Legais, Voluntárias e Específicas";"MORADIA DIGNA";"15 - Urbanismo";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 1.957.806,13";
"12/2018";"Legais, Voluntárias e Específicas";"URBANIZACAO, REGULARIZACAO FUNDIARIA E INTEGRACAO DE ASSENTAMENTOS PRECARIOS";"17 - Saneamento";"Administração Pública Municipal";"CE";"R$ 2.442.234,73";
"06/2018";"Legais, Voluntárias e Específicas";"REDUCAO DO IMPACTO SOCIAL DO ALCOOL E OUTRAS DROGAS: PREVENCAO, CUIDADO E REINSERCAO SOCIAL";"14 - Direitos da cidadania";"Administração Pública Municipal";"CE";"R$ 2.204.666,32";
"11/2018";"Legais, Voluntárias e Específicas";"MORADIA DIGNA";"16 - Habitação";"Administração Pública Municipal";"CE";"R$ 1.548.257,98";
"05/2018";"Legais, Voluntárias e Específicas";"ENERGIA ELETRICA";"25 - Energia";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 14.293,58";
"02/2018";"Legais, Voluntárias e Específicas";"SEGURANCA ALIMENTAR E NUTRICIONAL";"18 - Gestão ambiental";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 6.025.787,03";
"02/2018";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 146.997,91";
"05/2018";"Legais, Voluntárias e Específicas";"PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"12 - Educação";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 162.598,57";
"05/2018";"Legais, Voluntárias e Específicas";"AVIACAO CIVIL";"26 - Transporte";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 386.491,99";
"12/2018";"Legais, Voluntárias e Específicas";"PROMOCAO, PROTECAO E DEFESA DOS DIREITOS HUMANOS DE CRIANCAS E ADOLESCENTES";"14 - Direitos da cidadania";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 800.000,00";
"10/2018";"Legais, Voluntárias e Específicas";"MORADIA DIGNA";"15 - Urbanismo";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 1.403.081,17";
"04/2018";"Legais, Voluntárias e Específicas";"GESTAO DA POLITICA DE DESENVOLVIMENTO URBANO";"15 - Urbanismo";"Administração Pública Municipal";"CE";"R$ 35.273,98";
"08/2018";"Legais, Voluntárias e Específicas";"MORADIA DIGNA";"15 - Urbanismo";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 773.246,07";
"03/2018";"Legais, Voluntárias e Específicas";"TURISMO SOCIAL NO BRASIL: UMA VIAGEM DE INCLUSAO";"23 - Comércio e serviços";"Administração Pública Municipal";"CE";"R$ 134.004,00";
"03/2018";"Legais, Voluntárias e Específicas";"CIENCIA, TECNOLOGIA E INOVACAO";"19 - Ciência e Tecnologia";"Entidades Sem Fins Lucrativos";"CE";"R$ 916.935,00";
"09/2018";"Legais, Voluntárias e Específicas";"VIVENCIA E INICIACAO ESPORTIVA EDUCACIONAL - SEGUNDO TEMPO";"27 - Desporto e lazer";"Administração Pública Municipal";"CE";"R$ 50.000,00";
"08/2018";"Legais, Voluntárias e Específicas";"CIENCIA, TECNOLOGIA E INOVACAO";"19 - Ciência e Tecnologia";"Entidades Sem Fins Lucrativos";"CE";"R$ 821.420,66";
"03/2018";"Legais, Voluntárias e Específicas";"PROMOCAO DO TRABALHO DECENTE E ECONOMIA SOLIDARIA";"11 - Trabalho";"Entidades Sem Fins Lucrativos";"CE";"R$ 502.943,78";
"04/2018";"Legais, Voluntárias e Específicas";"SANEAMENTO BASICO";"10 - Saúde";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 709.708,49";
"03/2018";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Administração Pública Municipal";"CE";"R$ 119.250,00";
"02/2018";"Legais, Voluntárias e Específicas";"REFORMA AGRARIA E GOVERNANCA FUNDIARIA";"21 - Organização agrária";"Administração Pública Municipal";"CE";"R$ 195.980,00";
"11/2018";"Legais, Voluntárias e Específicas";"AGROPECUARIA SUSTENTAVEL";"20 - Agricultura";"Administração Pública Municipal";"CE";"R$ 117.000,00";
"05/2018";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO DA INDUSTRIA, COMERCIO E SERVICOS";"22 - Indústria";"Administração Pública Municipal";"CE";"R$ 1.690.000,00";
"04/2018";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO REGIONAL E TERRITORIAL";"15 - Urbanismo";"Administração Pública Municipal";"CE";"R$ 7.642.533,20";
"11/2018";"Legais, Voluntárias e Específicas";"RECURSOS HIDRICOS";"18 - Gestão ambiental";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 34.365.588,38";
"12/2018";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 413.970,48";
"03/2018";"Legais, Voluntárias e Específicas";"REFORMA AGRARIA E GOVERNANCA FUNDIARIA";"21 - Organização agrária";"Administração Pública Municipal";"CE";"R$ 371.720,00";
"02/2018";"Legais, Voluntárias e Específicas";"SANEAMENTO BASICO";"10 - Saúde";"Administração Pública Municipal";"CE";"R$ 1.200.000,00";
"11/2018";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO REGIONAL E TERRITORIAL";"20 - Agricultura";"Administração Pública Municipal";"CE";"R$ 2.400.000,00";
"01/2018";"Legais, Voluntárias e Específicas";"CIENCIA, TECNOLOGIA E INOVACAO";"19 - Ciência e Tecnologia";"Entidades Sem Fins Lucrativos";"CE";"R$ 568.249,25";
"12/2018";"Legais, Voluntárias e Específicas";"GESTÃO DA POLÍTICA DE DESENVOLVIMENTO URBANO";"15 - Urbanismo";"Administração Pública Municipal";"CE";"R$ 192.683,89";
"04/2018";"Legais, Voluntárias e Específicas";"OFERTA DE AGUA";"18 - Gestão ambiental";"Administração Pública Municipal";"CE";"R$ 95.596,77";
"06/2018";"Legais, Voluntárias e Específicas";"CIENCIA, TECNOLOGIA E INOVACAO";"19 - Ciência e Tecnologia";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 1.402.398,00";
"03/2018";"Legais, Voluntárias e Específicas";"ENERGIA ELETRICA";"25 - Energia";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 102.694,56";
"05/2018";"Legais, Voluntárias e Específicas";"SANEAMENTO BASICO";"10 - Saúde";"Administração Pública Municipal";"CE";"R$ 2.019.318,49";
"09/2018";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO DA INDUSTRIA, COMERCIO E SERVICOS";"22 - Indústria";"Administração Pública Municipal";"CE";"R$ 1.695.092,23";
"10/2018";"Legais, Voluntárias e Específicas";"AGROPECUARIA SUSTENTAVEL";"20 - Agricultura";"Administração Pública Municipal";"CE";"R$ 58.500,00";
"07/2018";"Legais, Voluntárias e Específicas";"SEGURANCA ALIMENTAR E NUTRICIONAL";"08 - Assistência social";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 17.660.191,94";
"10/2018";"Legais, Voluntárias e Específicas";"SANEAMENTO BASICO";"17 - Saneamento";"Administração Pública Estadual ou do Distrito Federal";"CE";"R$ 3.850.000,00";
