"Mês/Ano";"Tipo";"Programa Orçamentário";"Função";"Tipo de Favorecido";"UF";"Valor Transferido";
"02/2024";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 200.839.767,27";
"12/2024";"Legais, Voluntárias e Específicas";"BOLSA FAMILIA: PROTECAO SOCIAL POR MEIO DA TRANSFERENCIA DE RENDA E DA ARTICULACAO DE POLITICAS PUBLICAS";"08 - Assistência social";"Fundo Público";"BA";"R$ 9.700.357,57";
"01/2024";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL NO AMBITO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"BA";"R$ 4.356.126,25";
"01/2024";"Legais, Voluntárias e Específicas";"ASSISTENCIA FARMACEUTICA NO SUS";"10 - Saúde";"Fundo Público";"BA";"R$ 1.999.230,97";
"05/2024";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Administração Pública Municipal";"BA";"R$ 706.040,86";
"06/2024";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 80.761.042,87";
"10/2024";"Legais, Voluntárias e Específicas";"FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"10 - Saúde";"Fundo Público";"BA";"R$ 735.505,75";
"03/2024";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO E PROMOCAO DO TURISMO";"23 - Comércio e serviços";"Administração Pública Municipal";"BA";"R$ 778.057,14";
"06/2024";"Legais, Voluntárias e Específicas";"BOLSA FAMILIA: PROTECAO SOCIAL POR MEIO DA TRANSFERENCIA DE RENDA E DA ARTICULACAO DE POLITICAS PUBLICAS";"08 - Assistência social";"Fundo Público";"BA";"R$ 6.995.513,51";
"12/2024";"Legais, Voluntárias e Específicas";"TURISMO, ESSE E O DESTINO";"23 - Comércio e serviços";"Administração Pública Estadual ou do Distrito Federal";"BA";"R$ 3.447.450,00";
"04/2024";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Entidades Sem Fins Lucrativos";"BA";"R$ 812.299,10";
"09/2024";"Legais, Voluntárias e Específicas";"QUALIFICACAO DA ASSISTENCIA FARMACEUTICA NO SISTEMA UNICO DE SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 10.865.706,95";
"05/2024";"Legais, Voluntárias e Específicas";"BOLSA FAMILIA: PROTECAO SOCIAL POR MEIO DA TRANSFERENCIA DE RENDA E DA ARTICULACAO DE POLITICAS PUBLICAS";"08 - Assistência social";"Fundo Público";"BA";"R$ 6.771.608,24";
"06/2024";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"BA";"R$ 204.920,00";
"06/2024";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 693.068.427,95";
"01/2024";"Legais, Voluntárias e Específicas";"GESTAO, TRABALHO, EDUCACAO E TRANSFORMACAO DIGITAL NA SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 84.430.030,32";
"02/2024";"Legais, Voluntárias e Específicas";"VIGILANCIA EM SAUDE E AMBIENTE";"10 - Saúde";"Fundo Público";"BA";"R$ 24.391.403,69";
"10/2024";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Entidades Sem Fins Lucrativos";"BA";"R$ 13.822.398,00";
"09/2024";"Legais, Voluntárias e Específicas";"VIGILANCIA EM SAUDE E AMBIENTE";"10 - Saúde";"Fundo Público";"BA";"R$ 25.834.253,69";
"01/2024";"Legais, Voluntárias e Específicas";"ATENCAO PRIMARIA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 32.352.852,92";
"02/2024";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 1.522.769,08";
"03/2024";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"BA";"R$ 11.838.973,18";
"01/2024";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 299.935.301,83";
"03/2024";"Legais, Voluntárias e Específicas";"VIGILANCIA EM SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 5.019.434,95";
"02/2024";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 87.145.029,85";
"06/2024";"Legais, Voluntárias e Específicas";"VIGILANCIA EM SAUDE E AMBIENTE";"10 - Saúde";"Fundo Público";"BA";"R$ 25.839.901,69";
"10/2024";"Legais, Voluntárias e Específicas";"QUALIFICACAO DA ASSISTENCIA FARMACEUTICA NO SISTEMA UNICO DE SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 8.772.180,15";
"07/2024";"Legais, Voluntárias e Específicas";"GESTAO, TRABALHO, EDUCACAO E TRANSFORMACAO DIGITAL NA SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 173.910.301,86";
"12/2024";"Legais, Voluntárias e Específicas";"URBANIZAÇÃO, REGULARIZAÇÃO FUNDIÁRIA E INTEGRAÇÃO DE ASSENTAMENTOS PRECÁRIOS";"15 - Urbanismo";"Administração Pública Estadual ou do Distrito Federal";"BA";"R$ 1.160.323,03";
"11/2024";"Legais, Voluntárias e Específicas";"GESTAO, TRABALHO, EDUCACAO E TRANSFORMACAO DIGITAL NA SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 153.565.508,24";
"11/2024";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Entidades Sem Fins Lucrativos";"BA";"R$ 33.695.183,00";
"10/2024";"Legais, Voluntárias e Específicas";"BOLSA FAMILIA: PROTECAO SOCIAL POR MEIO DA TRANSFERENCIA DE RENDA E DA ARTICULACAO DE POLITICAS PUBLICAS";"08 - Assistência social";"Fundo Público";"BA";"R$ 9.317.439,46";
"11/2024";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 414.752.337,53";
"10/2024";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 83.421.470,62";
"09/2024";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 99.445.232,70";
"04/2024";"Legais, Voluntárias e Específicas";"PLANEJAMENTO URBANO";"15 - Urbanismo";"Administração Pública Municipal";"BA";"R$ 707.804,96";
"08/2024";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"BA";"R$ 27.557.765,64";
"04/2024";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 390.959.055,36";
"02/2024";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"BA";"R$ 11.775.133,15";
"07/2024";"Constitucionais e Royalties";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 542.072.086,19";
"03/2024";"Legais, Voluntárias e Específicas";"GESTAO, TRABALHO, EDUCACAO E TRANSFORMACAO DIGITAL NA SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 84.614.406,36";
"02/2024";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Entidades Sem Fins Lucrativos";"BA";"R$ 4.108.954,49";
"04/2024";"Constitucionais e Royalties";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 448.061.938,77";
"08/2024";"Legais, Voluntárias e Específicas";"GESTAO, TRABALHO, EDUCACAO E TRANSFORMACAO DIGITAL NA SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 109.751.553,52";
"05/2024";"Constitucionais e Royalties";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 506.163.012,57";
"09/2024";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 95.119.556,91";
"12/2024";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 300.617.349,84";
"02/2024";"Constitucionais e Royalties";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 395.480.216,84";
"11/2024";"Constitucionais e Royalties";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 637.945.589,41";
"12/2024";"Constitucionais e Royalties";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 637.138.431,44";
"02/2024";"Legais, Voluntárias e Específicas";"QUALIFICACAO DA ASSISTENCIA FARMACEUTICA NO SISTEMA UNICO DE SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 11.693.736,71";
"01/2024";"Constitucionais e Royalties";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 1.435.515.438,66";
"08/2024";"Legais, Voluntárias e Específicas";"BOLSA FAMILIA: PROTECAO SOCIAL POR MEIO DA TRANSFERENCIA DE RENDA E DA ARTICULACAO DE POLITICAS PUBLICAS";"08 - Assistência social";"Fundo Público";"BA";"R$ 7.088.099,79";
"05/2024";"Legais, Voluntárias e Específicas";"GESTAO, TRABALHO, EDUCACAO E TRANSFORMACAO DIGITAL NA SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 172.800.052,09";
"07/2024";"Legais, Voluntárias e Específicas";"VIGILANCIA EM SAUDE E AMBIENTE";"10 - Saúde";"Fundo Público";"BA";"R$ 25.088.763,69";
"08/2024";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Administração Pública Municipal";"BA";"R$ 559.110,72";
"11/2024";"Legais, Voluntárias e Específicas";"VIGILANCIA EM SAUDE E AMBIENTE";"10 - Saúde";"Fundo Público";"BA";"R$ 28.780.449,69";
"05/2024";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 85.397.448,81";
"04/2024";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 85.526.882,22";
"08/2024";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 363.641.088,15";
"01/2024";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 48.692.258,57";
"07/2024";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 554.395.941,34";
"06/2024";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DE QUALIDADE";"12 - Educação";"Entidades Sem Fins Lucrativos";"BA";"R$ 5.979.079,00";
"02/2024";"Legais, Voluntárias e Específicas";"INCLUSAO SOCIAL POR MEIO DO BOLSA FAMILIA E DA ARTICULACAO DE POLITICAS PUBLICAS";"08 - Assistência social";"Fundo Público";"BA";"R$ 15.737.845,18";
"12/2024";"Legais, Voluntárias e Específicas";"VIGILANCIA EM SAUDE E AMBIENTE";"10 - Saúde";"Fundo Público";"BA";"R$ 63.391.207,62";
"08/2024";"Constitucionais e Royalties";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 577.178.190,24";
"03/2024";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 141.979.984,22";
"11/2024";"Legais, Voluntárias e Específicas";"QUALIFICACAO DA ASSISTENCIA FARMACEUTICA NO SISTEMA UNICO DE SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 15.862.970,99";
"08/2024";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 87.216.791,52";
"03/2024";"Legais, Voluntárias e Específicas";"BOLSA FAMILIA: PROTECAO SOCIAL POR MEIO DA TRANSFERENCIA DE RENDA E DA ARTICULACAO DE POLITICAS PUBLICAS";"08 - Assistência social";"Fundo Público";"BA";"R$ 12.484.552,09";
"06/2024";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 98.697.465,42";
"05/2024";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Entidades Sem Fins Lucrativos";"BA";"R$ 19.788.300,00";
"02/2024";"Legais, Voluntárias e Específicas";"ATENCAO INTEGRAL A PRIMEIRA INFANCIA";"08 - Assistência social";"Fundo Público";"BA";"R$ 4.368.172,25";
"09/2024";"Legais, Voluntárias e Específicas";"BOLSA FAMILIA: PROTECAO SOCIAL POR MEIO DA TRANSFERENCIA DE RENDA E DA ARTICULACAO DE POLITICAS PUBLICAS";"08 - Assistência social";"Fundo Público";"BA";"R$ 8.924.506,16";
"02/2024";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 326.177.260,79";
"06/2024";"Constitucionais e Royalties";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 542.072.086,19";
"04/2024";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Entidades Sem Fins Lucrativos";"BA";"R$ 29.488.345,00";
"03/2024";"Legais, Voluntárias e Específicas";"QUALIFICACAO DA ASSISTENCIA FARMACEUTICA NO SISTEMA UNICO DE SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 34.127.835,43";
"08/2024";"Legais, Voluntárias e Específicas";"QUALIFICACAO DA ASSISTENCIA FARMACEUTICA NO SISTEMA UNICO DE SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 14.177.233,75";
"03/2024";"Legais, Voluntárias e Específicas";"VIGILANCIA EM SAUDE E AMBIENTE";"10 - Saúde";"Fundo Público";"BA";"R$ 38.179.831,79";
"07/2024";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 391.326.991,21";
"04/2024";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 103.161.962,07";
"08/2024";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 93.065.216,62";
"05/2024";"Legais, Voluntárias e Específicas";"QUALIFICACAO DA ASSISTENCIA FARMACEUTICA NO SISTEMA UNICO DE SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 13.551.208,37";
"04/2024";"Legais, Voluntárias e Específicas";"ATENCAO PRIMARIA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 205.074.573,03";
"07/2024";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 34.758.739,78";
"03/2024";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 62.248.993,34";
"01/2024";"Legais, Voluntárias e Específicas";"VIGILANCIA EM SAUDE E AMBIENTE";"10 - Saúde";"Fundo Público";"BA";"R$ 24.363.163,69";
"09/2024";"Legais, Voluntárias e Específicas";"GESTAO, TRABALHO, EDUCACAO E TRANSFORMACAO DIGITAL NA SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 88.543.922,71";
"09/2024";"Legais, Voluntárias e Específicas";"ATENCAO PRIMARIA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 231.473.224,89";
"10/2024";"Constitucionais e Royalties";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 637.945.589,41";
"04/2024";"Legais, Voluntárias e Específicas";"BOLSA FAMILIA: PROTECAO SOCIAL POR MEIO DA TRANSFERENCIA DE RENDA E DA ARTICULACAO DE POLITICAS PUBLICAS";"08 - Assistência social";"Fundo Público";"BA";"R$ 6.563.675,35";
"11/2024";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Municipal";"BA";"R$ 87.262.918,15";
"01/2024";"Legais, Voluntárias e Específicas";"QUALIFICACAO DA ASSISTENCIA FARMACEUTICA NO SISTEMA UNICO DE SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 7.554.180,15";
"11/2024";"Legais, Voluntárias e Específicas";"ATENCAO PRIMARIA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 236.606.486,87";
"12/2024";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"BA";"R$ 40.035.333,93";
"10/2024";"Legais, Voluntárias e Específicas";"ATENCAO PRIMARIA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 235.997.511,40";
"07/2024";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Entidades Sem Fins Lucrativos";"BA";"R$ 39.181.300,00";
"10/2024";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 320.019.869,73";
"03/2024";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 297.415.802,63";
"04/2024";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"BA";"R$ 19.898.059,57";
"05/2024";"Legais, Voluntárias e Específicas";"DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO";"15 - Urbanismo";"Administração Pública Municipal";"BA";"R$ 21.175.446,15";
"02/2024";"Legais, Voluntárias e Específicas";"GESTAO, TRABALHO, EDUCACAO E TRANSFORMACAO DIGITAL NA SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 85.175.676,43";
"10/2024";"Legais, Voluntárias e Específicas";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Sem Informação";"BA";"R$ 3.073.577,32";
"09/2024";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 374.230.770,30";
"07/2024";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"BA";"R$ 16.660.532,79";
"04/2024";"Legais, Voluntárias e Específicas";"MOBILIDADE URBANA";"15 - Urbanismo";"Administração Pública Municipal";"BA";"R$ 23.976.545,50";
"04/2024";"Legais, Voluntárias e Específicas";"VIGILANCIA EM SAUDE E AMBIENTE";"10 - Saúde";"Fundo Público";"BA";"R$ 31.861.157,69";
"03/2024";"Constitucionais e Royalties";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 431.161.013,52";
"04/2024";"Legais, Voluntárias e Específicas";"AGROPECUARIA SUSTENTAVEL";"20 - Agricultura";"Administração Pública Municipal";"BA";"R$ 6.780.500,00";
"12/2024";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Entidades Sem Fins Lucrativos";"BA";"R$ 16.782.134,71";
"12/2024";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 489.841.697,29";
"12/2024";"Legais, Voluntárias e Específicas";"QUALIFICACAO DA ASSISTENCIA FARMACEUTICA NO SISTEMA UNICO DE SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 31.876.558,74";
"09/2024";"Constitucionais e Royalties";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 610.874.403,54";
"06/2024";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Entidades Sem Fins Lucrativos";"BA";"R$ 27.360.620,00";
"10/2024";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"BA";"R$ 25.305.993,63";
"08/2024";"Legais, Voluntárias e Específicas";"VIGILANCIA EM SAUDE E AMBIENTE";"10 - Saúde";"Fundo Público";"BA";"R$ 26.699.046,69";
"09/2024";"Constitucionais e Royalties";"OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"28 - Encargos especiais";"Administração Pública Estadual ou do Distrito Federal";"BA";"R$ 1.090.059.633,55";
"10/2024";"Legais, Voluntárias e Específicas";"VIGILANCIA EM SAUDE E AMBIENTE";"10 - Saúde";"Fundo Público";"BA";"R$ 25.882.261,69";
"05/2024";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 643.227.470,15";
"06/2024";"Legais, Voluntárias e Específicas";"ATENCAO PRIMARIA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 524.526.690,60";
"07/2024";"Legais, Voluntárias e Específicas";"ATENCAO PRIMARIA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 379.111.840,04";
"04/2024";"Legais, Voluntárias e Específicas";"QUALIFICACAO DA ASSISTENCIA FARMACEUTICA NO SISTEMA UNICO DE SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 8.682.180,15";
"12/2024";"Legais, Voluntárias e Específicas";"ATENCAO PRIMARIA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 392.382.295,20";
"12/2024";"Legais, Voluntárias e Específicas";"ATENCAO ESPECIALIZADA A SAUDE";"10 - Saúde";"Entidades Sem Fins Lucrativos";"BA";"R$ 6.762.041,58";
"05/2024";"Legais, Voluntárias e Específicas";"VIGILANCIA EM SAUDE E AMBIENTE";"10 - Saúde";"Fundo Público";"BA";"R$ 30.782.580,69";
"06/2024";"Legais, Voluntárias e Específicas";"QUALIFICACAO DA ASSISTENCIA FARMACEUTICA NO SISTEMA UNICO DE SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 10.552.694,26";
"11/2024";"Legais, Voluntárias e Específicas";"BOLSA FAMILIA: PROTECAO SOCIAL POR MEIO DA TRANSFERENCIA DE RENDA E DA ARTICULACAO DE POLITICAS PUBLICAS";"08 - Assistência social";"Fundo Público";"BA";"R$ 9.426.049,34";
"03/2024";"Legais, Voluntárias e Específicas";"ATENCAO PRIMARIA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 214.657.200,41";
"08/2024";"Legais, Voluntárias e Específicas";"ATENCAO PRIMARIA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 234.573.104,63";
"10/2024";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 24.502.582,02";
"02/2024";"Legais, Voluntárias e Específicas";"ATENCAO PRIMARIA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 200.171.605,67";
"04/2024";"Legais, Voluntárias e Específicas";"GESTAO, TRABALHO, EDUCACAO E TRANSFORMACAO DIGITAL NA SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 18.601.440,00";
"01/2024";"Legais, Voluntárias e Específicas";"ATENCAO PRIMARIA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 203.510.605,12";
"05/2024";"Legais, Voluntárias e Específicas";"PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"08 - Assistência social";"Fundo Público";"BA";"R$ 25.820.694,13";
"05/2024";"Legais, Voluntárias e Específicas";"EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"12 - Educação";"Administração Pública Municipal";"BA";"R$ 132.124.782,37";
"05/2024";"Legais, Voluntárias e Específicas";"ATENCAO PRIMARIA A SAUDE";"10 - Saúde";"Fundo Público";"BA";"R$ 856.173.285,95";
